id,主场,客场,比赛,时间,主场得分,客场得分,胜赔率,平赔率,负赔率,胜预测值,平预测值,负预测值
500228,AC米兰,尤文,意甲,2022-01-24 03:45,0.0,0.0,2.60,3.10,2.80,37,29,34
500992,巴黎,兰斯,法甲,2022-01-24 03:45,4.0,0.0,1.14,7.50,19.00,76,17,7
500411,阿拉维斯,巴萨,西甲,2022-01-24 04:00,0.0,1.0,5.50,3.80,1.62,11,28,61
502190,波尔图,法马利康,葡超,2022-01-24 04:30,3.0,1.0,1.17,6.50,17.00,68,21,11
501669,布莱克本,米德尔斯堡,英冠,2022-01-25 03:45,1.0,0.0,1.75,3.60,4.60,49,29,22
500030,卡昂,阿雅克肖,法乙,2022-01-25 03:45,2.0,0.0,2.50,3.00,2.90,31,34,35
502495,墨尔本胜利,悉尼FC,澳超,2022-01-25 16:45,2.0,2.0,3.30,3.30,2.10,20,32,48
454178,卢顿,布城,英冠,2022-01-26 03:45,2.0,1.0,1.75,3.60,4.50,27,39,34
2141400,女王公园,斯旺西,英冠,2022-01-26 03:45,0.0,0.0,-,-,-,nan,nan,nan
500963,昂热,圣埃蒂安,法甲,2022-01-27 02:00,0.0,1.0,1.91,3.50,4.00,45,30,25
501641,西布罗姆,普雷斯顿,英冠,2022-01-27 04:00,0.0,2.0,1.80,3.40,4.60,65,22,13
501610,日本,中国,世亚预,2022-01-27 18:00,2.0,0.0,1.25,5.00,12.00,68,22,10
501607,黎巴嫩,韩国,世亚预,2022-01-27 20:00,0.0,1.0,7.50,3.60,1.53,6,29,65
501608,伊朗,伊拉克,世亚预,2022-01-27 22:30,1.0,0.0,1.44,3.60,9.00,77,20,3
502184,埃斯托里尔,阿罗卡,葡超,2022-01-28 04:15,1.0,2.0,2.05,3.10,3.90,59,24,17
502794,厄瓜多尔,巴西,世南美,2022-01-28 05:00,1.0,1.0,3.20,3.00,2.30,22,34,44
502815,牙买加,墨西哥,世中北美预,2022-01-28 08:00,1.0,2.0,5.50,3.30,1.67,30,20,50
502816,美国,萨尔瓦多,世中北美预,2022-01-28 08:00,1.0,0.0,1.25,5.00,13.00,68,22,10
502796,智利,阿根廷,世南美,2022-01-28 08:15,1.0,2.0,2.75,2.90,2.70,47,24,29
2136253,伯恩利,沃特福德,英超,2022-02-06 02:00,0.0,0.0,-,-,-,nan,nan,nan
501709,斯托克城,斯旺西,英冠,2022-02-09 03:45,3.0,0.0,2.15,3.20,3.40,30,36,34
500819,纽卡斯尔,埃弗顿,英超,2022-02-09 03:45,3.0,1.0,2.60,3.30,2.70,49,22,29
500818,西汉姆联,沃特福德,英超,2022-02-09 03:45,1.0,0.0,1.40,4.75,7.50,63,23,14
501707,富勒姆,米尔沃尔,英冠,2022-02-09 03:45,3.0,0.0,1.30,5.00,9.50,66,22,12
500815,伯恩利,曼联,英超,2022-02-09 04:00,1.0,1.0,6.00,4.00,1.55,29,16,55
2225337,国米,罗马,意杯,2022-02-09 04:00,2.0,0.0,1.53,3.90,5.50,55,27,18
501715,女王公园,米德尔斯堡,英冠,2022-02-10 03:45,2.0,2.0,2.15,3.20,3.40,56,23,21
500820,热刺,南安普顿,英超,2022-02-10 03:45,2.0,3.0,1.62,4.00,5.50,32,38,30
501714,布莱克本,诺丁汉森林,英冠,2022-02-10 03:45,0.0,2.0,2.15,3.10,3.50,56,24,20
501713,普雷斯顿,哈德斯,英冠,2022-02-10 03:45,0.0,0.0,2.15,3.20,3.40,56,23,21
501711,伯恩茅斯,伯明翰,英冠,2022-02-10 03:45,3.0,1.0,1.70,3.50,5.00,28,40,32
500816,诺维奇,水晶宫,英超,2022-02-10 03:45,1.0,1.0,3.40,3.30,2.15,32,41,27
501704,卡迪夫城,彼得堡联,英冠,2022-02-10 03:45,4.0,0.0,2.10,3.30,3.40,31,35,34
501710,谢菲联,西布罗姆,英冠,2022-02-10 03:45,2.0,0.0,2.30,3.20,3.10,19,40,41
500822,曼城,布伦特福德,英超,2022-02-10 03:45,2.0,0.0,1.10,9.00,23.00,73,17,10
2233794,巴列卡诺,贝蒂斯,国王杯,2022-02-10 04:00,1.0,2.0,2.88,3.30,2.50,41,27,32
500813,阿斯顿维拉,利兹联,英超,2022-02-10 04:00,3.0,3.0,1.95,3.60,3.70,25,38,37
2225334,AC米兰,拉齐奥,意杯,2022-02-10 04:00,4.0,0.0,1.70,3.60,4.20,66,19,15
2233792,尼斯,马赛,法国杯,2022-02-10 04:15,4.0,1.0,2.60,3.20,2.75,49,22,29
2225335,亚特兰大,佛罗伦萨,意杯,2022-02-11 01:00,2.0,3.0,1.75,4.00,4.20,67,18,15
500821,利物浦,莱斯特城,英超,2022-02-11 03:45,2.0,0.0,1.25,6.00,10.00,88,10,2
500817,狼队,阿森纳,英超,2022-02-11 03:45,0.0,1.0,3.50,3.30,2.15,31,42,27
2225333,尤文,萨索洛,意杯,2022-02-11 04:00,2.0,1.0,1.50,4.33,6.00,35,36,29
2233793,南特,巴斯蒂亚,法国杯,2022-02-11 04:00,2.0,0.0,1.55,3.50,5.80,71,20,9
2233795,毕尔巴鄂,巴伦西亚,国王杯,2022-02-11 04:30,1.0,1.0,1.91,3.40,4.20,44,31,25
502527,西悉尼流浪者,墨尔本城,澳超,2022-02-11 16:45,1.0,3.0,3.70,3.50,1.91,29,40,31
501188,赫拉克勒斯,乌德勒支,荷甲,2022-02-12 03:00,1.0,0.0,2.80,3.60,2.30,27,29,44
500617,莱比锡,科隆,德甲,2022-02-12 03:30,3.0,1.0,1.53,4.40,5.80,56,25,19
501012,巴黎,雷恩,法甲,2022-02-12 04:00,1.0,0.0,1.44,4.50,6.50,36,36,28
500439,塞维利亚,埃尔切,西甲,2022-02-12 04:00,2.0,0.0,1.33,4.50,11.00,64,25,11
502222,波尔图,葡萄牙体育,葡超,2022-02-12 04:15,2.0,2.0,1.85,3.60,3.90,22,40,38
501489,帕德博恩,德累斯顿,德乙,2022-02-12 20:30,0.0,0.0,2.10,3.25,3.40,21,40,39
501727,哈德斯,谢菲联,英冠,2022-02-12 20:30,0.0,0.0,2.15,3.20,3.40,56,23,21
500827,曼联,南安普顿,英超,2022-02-12 20:30,1.0,1.0,1.50,4.20,6.50,51,29,20
500433,加的斯,塞尔塔,西甲,2022-02-12 21:00,0.0,0.0,3.80,3.40,2.00,38,20,42
500043,瓦朗谢讷,图卢兹,法乙,2022-02-12 22:00,1.0,3.0,4.33,3.10,1.91,19,48,33
500246,拉齐奥,博洛尼亚,意甲,2022-02-12 22:00,3.0,0.0,1.65,3.90,5.00,52,27,21
500624,波鸿,拜仁,德甲,2022-02-12 22:30,4.0,2.0,15.00,6.50,1.20,1,18,81
500622,弗赖堡,美因茨,德甲,2022-02-12 22:30,1.0,1.0,2.15,3.50,3.30,22,38,40
500618,法兰克福,沃尔夫斯堡,德甲,2022-02-12 22:30,0.0,2.0,2.20,3.50,3.10,29,34,37
500621,门兴,奥格斯堡,德甲,2022-02-12 22:30,3.0,2.0,1.60,4.20,5.00,72,17,11
500625,菲尔特,柏林赫塔,德甲,2022-02-12 22:30,2.0,1.0,3.30,3.40,2.15,22,31,47
501723,诺丁汉森林,斯托克城,英冠,2022-02-12 23:00,2.0,2.0,2.38,3.10,3.10,52,21,27
501725,伯明翰,卢顿,英冠,2022-02-12 23:00,3.0,0.0,2.80,3.20,2.50,26,33,41
501718,赫尔城,富勒姆,英冠,2022-02-12 23:00,0.0,1.0,3.60,3.40,2.00,23,45,32
500823,布伦特福德,水晶宫,英超,2022-02-12 23:00,0.0,0.0,2.60,3.10,2.80,37,29,34
500831,沃特福德,布莱顿,英超,2022-02-12 23:00,0.0,2.0,3.40,3.30,2.15,31,42,27
500832,埃弗顿,利兹联,英超,2022-02-12 23:00,3.0,0.0,2.25,3.50,3.00,21,37,42
501721,布莱克浦,伯恩茅斯,英冠,2022-02-12 23:00,1.0,2.0,3.10,3.10,2.38,23,34,43
500440,比利亚,皇马,西甲,2022-02-12 23:15,0.0,0.0,2.80,3.40,2.45,26,32,42
502219,布拉加,费雷拉,葡超,2022-02-12 23:30,2.0,1.0,1.35,4.50,9.00,57,27,16
501010,蒙彼利埃,里尔,法甲,2022-02-13 00:00,0.0,1.0,3.00,3.40,2.30,34,40,26
500248,那不勒斯,国米,意甲,2022-02-13 01:00,1.0,1.0,3.00,3.50,2.30,35,39,26
500829,诺维奇,曼城,英超,2022-02-13 01:30,0.0,4.0,17.00,7.50,1.15,0,16,84
500619,勒沃库森,斯图加特,德甲,2022-02-13 01:30,4.0,2.0,1.55,4.33,5.50,33,37,30
500437,巴列卡诺,奥萨苏纳,西甲,2022-02-13 01:30,0.0,3.0,2.20,3.25,3.40,56,23,21
501181,格罗宁根,福图纳,荷甲,2022-02-13 01:45,0.0,1.0,2.15,3.50,3.10,30,33,37
502218,本菲卡,圣克拉拉,葡超,2022-02-13 02:00,2.0,1.0,1.25,5.50,12.00,63,24,13
500042,阿雅克肖,甘冈,法乙,2022-02-13 02:00,0.0,1.0,2.15,3.00,3.60,37,35,28
500046,亚眠,尼奥特,法乙,2022-02-13 02:00,3.0,1.0,2.15,3.00,3.50,21,42,37
500050,欧塞尔,南锡,法乙,2022-02-13 02:00,1.0,1.0,1.73,3.30,5.00,47,32,21
500047,卡昂,尼姆,法乙,2022-02-13 02:00,4.0,0.0,2.30,2.90,3.30,53,26,21
500251,都灵,威尼斯,意甲,2022-02-13 03:45,1.0,2.0,1.44,4.20,7.50,59,26,15
500432,马竞,赫塔菲,西甲,2022-02-13 04:00,4.0,3.0,1.40,4.20,9.50,63,26,11
501007,里昂,尼斯,法甲,2022-02-13 04:00,2.0,0.0,1.95,3.70,3.60,25,37,38
501183,前进之鹰,阿尔克马尔,荷甲,2022-02-13 19:15,1.0,4.0,4.20,3.70,1.80,16,29,55
501186,鹿特丹,威廉二世,荷甲,2022-02-13 19:15,1.0,0.0,2.45,3.30,2.75,37,30,33
500247,AC米兰,桑普多利亚,意甲,2022-02-13 19:30,1.0,0.0,1.36,4.75,8.50,63,23,14
501009,摩纳哥,洛里昂,法甲,2022-02-13 20:00,0.0,0.0,1.40,4.50,8.00,61,25,14
501487,汉诺威96,达姆施塔特,德乙,2022-02-13 20:30,2.0,2.0,2.80,3.30,2.38,37,39,24
500431,阿拉维斯,巴伦西亚,西甲,2022-02-13 21:00,2.0,1.0,3.00,3.20,2.45,45,22,33
502663,芬洛,罗达JC,荷乙,2022-02-13 21:30,1.0,1.0,2.63,3.40,2.38,21,34,45
501184,瓦尔韦克,费耶诺德,荷甲,2022-02-13 21:30,0.0,2.0,9.00,4.60,1.35,3,24,73
501005,克莱蒙,圣埃蒂安,法甲,2022-02-13 22:00,1.0,2.0,2.25,3.30,3.20,21,39,40
500243,恩波利,卡利亚里,意甲,2022-02-13 22:00,1.0,1.0,1.85,3.75,3.90,45,29,26
500830,热刺,狼队,英超,2022-02-13 22:00,0.0,2.0,1.80,3.50,4.80,47,31,22
500828,纽卡斯尔,阿斯顿维拉,英超,2022-02-13 22:00,1.0,0.0,3.10,3.40,2.25,34,40,26
500824,伯恩利,利物浦,英超,2022-02-13 22:00,0.0,1.0,11.00,4.60,1.33,22,13,65
500245,维罗纳,乌迪内斯,意甲,2022-02-13 22:00,4.0,0.0,1.91,3.60,3.90,62,21,17
500620,柏林联合,多特蒙德,德甲,2022-02-13 22:30,0.0,3.0,3.60,3.70,1.95,39,18,43
500435,莱万特,贝蒂斯,西甲,2022-02-13 23:15,2.0,4.0,3.40,3.60,2.05,22,29,49
501182,阿贾克斯,特温特,荷甲,2022-02-13 23:45,5.0,0.0,1.22,5.80,12.00,71,19,10
501006,朗斯,波尔多,法甲,2022-02-14 00:05,3.0,2.0,1.44,4.50,7.00,61,24,15
500623,霍芬海姆,比勒菲尔德,德甲,2022-02-14 00:30,2.0,0.0,1.53,4.20,6.00,34,37,29
500826,莱斯特城,西汉姆联,英超,2022-02-14 00:30,2.0,2.0,2.80,3.50,2.40,37,39,24
500249,萨索洛,罗马,意甲,2022-02-14 01:00,2.0,2.0,3.25,3.75,2.05,40,18,42
500438,皇家社会,格拉纳达,西甲,2022-02-14 01:30,2.0,0.0,1.50,4.00,7.00,76,18,6
502217,贝伦SAD,吉马良斯,葡超,2022-02-14 02:00,1.0,0.0,4.20,3.40,1.85,25,42,33
500242,亚特兰大,尤文,意甲,2022-02-14 03:45,1.0,1.0,2.50,3.40,2.75,38,32,30
501008,梅斯,马赛,法甲,2022-02-14 03:45,1.0,2.0,5.00,3.80,1.67,12,28,60
500434,西班牙人,巴萨,西甲,2022-02-14 04:00,2.0,2.0,3.90,3.50,1.95,16,31,53
502224,维泽拉,吉尔维森特,葡超,2022-02-14 04:30,0.0,1.0,2.50,3.30,2.70,32,30,38
500041,勒阿弗尔,巴斯蒂亚,法乙,2022-02-15 03:45,2.0,4.0,2.30,3.00,3.20,30,36,34
500250,斯佩齐亚,佛罗伦萨,意甲,2022-02-15 03:45,1.0,2.0,3.90,3.60,1.91,28,40,32
501719,西布罗姆,布莱克本,英冠,2022-02-15 04:00,0.0,0.0,1.91,3.25,4.20,24,41,35
500436,马略卡,毕尔巴鄂,西甲,2022-02-15 04:00,3.0,2.0,3.25,3.00,2.38,32,43,25
502216,阿罗卡,马里迪莫,葡超,2022-02-15 04:15,0.0,3.0,2.45,3.00,3.00,32,30,38
500026,格勒诺布尔,尼奥特,法乙,2022-02-16 02:00,1.0,0.0,2.30,3.10,3.10,34,30,36
501635,谢菲联,赫尔城,英冠,2022-02-16 03:45,0.0,0.0,1.80,3.40,4.60,27,40,33
501342,巴黎,皇马,欧冠,2022-02-16 04:00,1.0,0.0,1.95,3.70,3.60,43,27,30
501338,葡萄牙体育,曼城,欧冠,2022-02-16 04:00,0.0,5.0,11.00,5.50,1.29,22,10,68
2136257,曼联,布莱顿,英超,2022-02-16 04:15,2.0,0.0,-,-,-,nan,nan,nan
502507,西悉尼流浪者,墨尔本胜利,澳超,2022-02-16 16:55,2.0,0.0,2.50,3.30,2.63,23,35,42
500402,马竞,莱万特,西甲,2022-02-17 02:00,0.0,1.0,1.35,4.75,9.50,65,23,12
454177,彼得堡联,雷丁,英冠,2022-02-17 03:45,0.0,0.0,2.38,3.20,3.00,34,31,35
501336,国米,利物浦,欧冠,2022-02-17 04:00,0.0,2.0,3.40,3.60,2.05,40,19,41
501334,萨尔茨堡,拜仁,欧冠,2022-02-17 04:00,1.0,1.0,9.50,5.50,1.29,3,21,76
501354,多特蒙德,流浪者,欧联,2022-02-18 01:45,2.0,4.0,1.40,4.80,8.00,62,24,14
501350,巴萨,那不勒斯,欧联,2022-02-18 01:45,1.0,1.0,1.95,3.60,3.75,24,39,37
820460,维也纳快速,维特斯,欧协联,2022-02-18 01:45,2.0,1.0,-,-,-,nan,nan,nan
501352,泽尼特,贝蒂斯,欧联,2022-02-18 01:45,2.0,3.0,2.38,3.50,2.90,35,29,36
501356,谢里夫,布拉加,欧联,2022-02-18 01:45,2.0,0.0,3.60,3.40,2.05,20,31,49
509008,凯尔特人,博德,欧协联,2022-02-18 04:00,1.0,3.0,-,-,-,nan,nan,nan
509007,莱斯特城,兰讷斯,欧协联,2022-02-18 04:00,4.0,1.0,-,-,-,nan,nan,nan
501344,塞维利亚,萨格勒布迪纳摩,欧联,2022-02-18 04:00,3.0,1.0,1.40,4.50,8.50,63,24,13
501346,亚特兰大,奥林匹亚科斯,欧联,2022-02-18 04:00,2.0,1.0,1.50,4.40,6.50,59,25,16
501348,莱比锡,皇家社会,欧联,2022-02-18 04:00,2.0,2.0,1.85,3.60,4.20,26,39,35
501358,波尔图,拉齐奥,欧联,2022-02-18 04:00,2.0,1.0,2.10,3.60,3.30,33,32,35
501495,沙尔克,帕德博恩,德乙,2022-02-19 01:30,2.0,0.0,1.80,3.60,4.00,45,29,26
500630,美因茨,勒沃库森,德甲,2022-02-19 03:30,3.0,2.0,2.75,3.60,2.38,47,19,34
500256,尤文,都灵,意甲,2022-02-19 03:45,1.0,1.0,1.67,3.60,5.50,31,40,29
501015,里尔,梅斯,法甲,2022-02-19 04:00,0.0,0.0,1.50,4.00,7.00,51,30,19
500445,埃尔切,巴列卡诺,西甲,2022-02-19 04:00,2.0,1.0,2.80,3.00,2.70,27,35,38
502225,博阿维斯塔,本菲卡,葡超,2022-02-19 04:15,2.0,2.0,8.50,4.75,1.35,3,24,73
2215420,长崎成功丸,东京绿茵,日职乙,2022-02-19 13:00,1.0,1.0,2.15,3.25,3.40,37,33,30
2215010,广岛三箭,鸟栖砂岩,日职联,2022-02-19 13:00,0.0,0.0,2.00,3.10,3.60,22,41,37
2215425,千叶市原,岩手盛冈,日职乙,2022-02-19 13:00,0.0,1.0,2.00,3.20,4.00,24,41,35
2215428,德岛漩涡,金泽,日职乙,2022-02-19 13:00,0.0,0.0,1.80,3.30,4.75,47,32,21
2215007,福冈黄蜂,磐田喜悦,日职联,2022-02-19 13:00,1.0,1.0,2.10,3.20,3.20,37,28,35
2215034,清水心跳,札幌冈萨多,日职联,2022-02-19 13:00,1.0,1.0,2.63,3.30,2.40,28,31,41
2215009,大阪钢巴,鹿岛鹿角,日职联,2022-02-19 13:00,1.0,3.0,3.30,3.25,2.05,39,20,41
2215033,横滨水手,大阪樱花,日职联,2022-02-19 13:00,2.0,2.0,1.50,3.90,5.50,54,27,19
502536,墨尔本胜利,中央海岸水手,澳超,2022-02-19 16:45,1.0,0.0,2.05,3.75,3.40,23,37,40
502537,麦克阿瑟FC,阿德莱德联,澳超,2022-02-19 16:45,4.0,1.0,2.45,3.30,2.70,32,30,38
500841,西汉姆联,纽卡斯尔,英超,2022-02-19 20:30,1.0,1.0,1.55,4.20,5.80,55,26,19
501729,富勒姆,哈德斯,英冠,2022-02-19 20:30,1.0,2.0,1.50,4.00,6.50,56,27,17
501491,桑德豪森,汉堡,德乙,2022-02-19 20:30,1.0,1.0,4.20,3.50,1.80,26,41,33
500447,格拉纳达,比利亚,西甲,2022-02-19 21:00,1.0,4.0,3.50,3.30,2.15,23,46,31
500259,桑普多利亚,恩波利,意甲,2022-02-19 22:00,2.0,0.0,2.20,3.40,3.20,21,39,40
500629,斯图加特,波鸿,德甲,2022-02-19 22:30,1.0,1.0,1.95,3.60,3.70,25,38,37
500628,沃尔夫斯堡,霍芬海姆,德甲,2022-02-19 22:30,1.0,2.0,2.63,3.60,2.50,30,28,42
500631,奥格斯堡,弗赖堡,德甲,2022-02-19 22:30,1.0,2.0,2.88,3.40,2.38,35,40,25
500633,比勒菲尔德,柏林联合,德甲,2022-02-19 22:30,1.0,0.0,3.60,3.50,2.00,19,30,51
500834,阿斯顿维拉,沃特福德,英超,2022-02-19 23:00,0.0,1.0,1.75,3.60,4.75,47,30,23
500840,南安普顿,埃弗顿,英超,2022-02-19 23:00,2.0,0.0,2.10,3.40,3.50,40,31,29
500836,水晶宫,切尔西,英超,2022-02-19 23:00,0.0,1.0,6.50,3.90,1.53,15,44,41
500835,布莱顿,伯恩利,英超,2022-02-19 23:00,0.0,3.0,1.83,3.30,4.75,65,23,12
500838,利物浦,诺维奇,英超,2022-02-19 23:00,3.0,1.0,1.17,7.00,17.00,69,20,11
500833,阿森纳,布伦特福德,英超,2022-02-19 23:00,2.0,1.0,1.40,4.50,8.00,62,24,14
501731,卢顿,西布罗姆,英冠,2022-02-19 23:00,2.0,0.0,2.88,3.00,2.60,26,35,39
501735,卡迪夫城,布莱克浦,英冠,2022-02-19 23:00,1.0,1.0,2.40,3.00,3.10,31,35,34
501737,女王公园,赫尔城,英冠,2022-02-19 23:00,1.0,1.0,1.83,3.50,4.50,45,31,24
501733,谢菲联,斯旺西,英冠,2022-02-19 23:00,4.0,0.0,1.80,3.50,4.40,27,39,34
501738,德比郡,彼得堡联,英冠,2022-02-19 23:00,1.0,0.0,1.95,3.25,4.00,20,43,37
501728,布城,米德尔斯堡,英冠,2022-02-19 23:00,2.0,1.0,3.60,3.30,2.10,30,42,28
500448,奥萨苏纳,马竞,西甲,2022-02-19 23:15,0.0,3.0,4.20,3.40,1.91,16,31,53
501195,奈梅亨,瓦尔韦克,荷甲,2022-02-19 23:30,1.0,1.0,1.91,3.50,3.80,62,21,17
501014,朗斯,里昂,法甲,2022-02-20 00:00,1.0,1.0,2.88,3.40,2.38,26,31,43
500257,罗马,维罗纳,意甲,2022-02-20 01:00,2.0,2.0,1.83,3.75,4.00,26,38,36
500634,科隆,法兰克福,德甲,2022-02-20 01:30,1.0,0.0,2.38,3.60,2.75,37,28,35
500443,加的斯,赫塔菲,西甲,2022-02-20 01:30,1.0,1.0,3.20,2.75,2.60,39,24,37
500839,曼城,热刺,英超,2022-02-20 01:30,2.0,3.0,1.30,5.50,10.00,86,12,2
501196,威廉二世,阿贾克斯,荷甲,2022-02-20 01:45,0.0,1.0,21.00,8.00,1.11,1,14,85
500056,尼姆,格勒诺布尔,法乙,2022-02-20 02:00,3.0,1.0,1.91,3.25,4.00,21,42,37
500055,南锡,敦刻尔克,法乙,2022-02-20 02:00,2.0,0.0,2.30,3.00,3.20,20,41,39
502226,费雷拉,维泽拉,葡超,2022-02-20 02:00,2.0,1.0,2.25,3.10,3.30,21,40,39
500058,奎维利,瓦朗谢讷,法乙,2022-02-20 02:00,1.0,1.0,2.20,3.10,3.25,20,41,39
500059,甘冈,巴黎FC,法乙,2022-02-20 02:00,1.0,1.0,3.00,3.10,2.38,33,42,25
500057,巴斯蒂亚,第戎,法乙,2022-02-20 02:00,0.0,0.0,2.40,3.00,3.00,30,33,37
500051,尼奥特,欧塞尔,法乙,2022-02-20 02:00,0.0,1.0,2.75,2.80,2.75,20,40,40
500449,皇马,阿拉维斯,西甲,2022-02-20 04:00,3.0,0.0,1.17,7.00,17.00,75,17,8
501018,南特,巴黎,法甲,2022-02-20 04:00,3.0,1.0,6.00,4.20,1.53,9,26,65
502233,吉马良斯,阿罗卡,葡超,2022-02-20 04:30,1.0,3.0,1.60,3.75,5.50,31,39,30
2221515,江原FC,城南FC,韩K联,2022-02-20 13:00,2.0,0.0,2.38,3.00,3.20,33,35,32
2221516,济州SK FC,浦项铁人,韩K联,2022-02-20 13:00,0.0,3.0,2.60,3.10,2.75,22,37,41
2215430,冈山绿雉,甲府风林,日职乙,2022-02-20 13:00,4.0,1.0,2.88,3.10,2.55,26,34,40
2215429,町田泽维亚,FC琉球冲绳,日职乙,2022-02-20 13:00,0.0,0.0,2.00,3.25,4.00,24,41,35
2215421,仙台七夕,新泻天鹅,日职乙,2022-02-20 13:00,0.0,0.0,2.55,3.20,2.80,29,33,38
500254,佛罗伦萨,亚特兰大,意甲,2022-02-20 19:30,1.0,0.0,2.80,3.40,2.45,31,43,26
501496,杜塞尔多夫,奥厄,德乙,2022-02-20 20:30,3.0,1.0,1.80,3.50,4.20,46,30,24
501490,达姆施塔特,罗斯托克,德乙,2022-02-20 20:30,1.0,1.0,1.62,3.80,5.00,52,28,20
501492,圣保利,汉诺威96,德乙,2022-02-20 20:30,0.0,3.0,1.65,3.90,4.75,50,28,22
500446,西班牙人,塞维利亚,西甲,2022-02-20 21:00,1.0,1.0,3.40,3.30,2.15,32,41,27
501191,费耶诺德,坎布尔,荷甲,2022-02-20 21:30,3.0,1.0,1.25,5.50,11.00,88,11,1
501190,特温特,前进之鹰,荷甲,2022-02-20 21:30,2.0,2.0,1.60,3.80,5.50,32,39,29
501016,洛里昂,蒙彼利埃,法甲,2022-02-20 22:00,0.0,1.0,2.20,3.30,3.30,37,32,31
501021,雷恩,特鲁瓦,法甲,2022-02-20 22:00,4.0,1.0,1.44,4.40,7.50,79,16,5
501022,圣埃蒂安,斯特拉斯堡,法甲,2022-02-20 22:00,2.0,2.0,3.00,3.25,2.38,34,41,25
500261,威尼斯,热那亚,意甲,2022-02-20 22:00,1.0,1.0,2.60,3.20,2.75,29,33,38
501020,兰斯,布雷斯特,法甲,2022-02-20 22:00,1.0,1.0,2.50,3.20,2.88,24,36,40
500837,利兹联,曼联,英超,2022-02-20 22:00,2.0,4.0,4.50,3.80,1.73,15,28,57
500626,拜仁,菲尔特,德甲,2022-02-20 22:30,4.0,1.0,1.06,12.00,34.00,77,15,8
500450,巴伦西亚,巴萨,西甲,2022-02-20 23:15,1.0,4.0,4.00,3.75,1.80,17,28,55
501193,乌德勒支,维特斯,荷甲,2022-02-20 23:45,1.0,1.0,1.95,3.50,3.70,61,21,18
501197,埃因霍温,海伦芬,荷甲,2022-02-20 23:45,3.0,1.0,1.22,5.80,12.00,89,10,1
501013,波尔多,摩纳哥,法甲,2022-02-21 00:05,1.0,1.0,5.00,4.20,1.60,24,38,38
500627,多特蒙德,门兴,德甲,2022-02-21 00:30,6.0,0.0,1.55,4.40,5.50,74,16,10
500842,狼队,莱斯特城,英超,2022-02-21 00:30,2.0,1.0,2.50,3.10,3.00,31,34,35
500255,国米,萨索洛,意甲,2022-02-21 01:00,0.0,2.0,1.29,5.80,10.00,87,11,2
500442,贝蒂斯,马略卡,西甲,2022-02-21 01:30,2.0,1.0,1.62,3.80,5.50,71,19,10
502231,葡萄牙体育,埃斯托里尔,葡超,2022-02-21 02:00,3.0,0.0,1.25,5.50,13.00,70,21,9
500632,柏林赫塔,莱比锡,德甲,2022-02-21 02:30,1.0,6.0,4.20,4.00,1.75,28,38,34
501017,马赛,克莱蒙,法甲,2022-02-21 03:45,0.0,2.0,1.50,4.20,6.50,58,26,16
500260,乌迪内斯,拉齐奥,意甲,2022-02-21 03:45,1.0,1.0,3.30,3.40,2.15,38,20,42
502229,莫雷拉人,波尔图,葡超,2022-02-21 04:00,0.0,1.0,12.00,5.00,1.29,1,23,76
500441,毕尔巴鄂,皇家社会,西甲,2022-02-21 04:00,4.0,0.0,2.60,3.10,2.88,30,34,36
502232,通德拉,布拉加,葡超,2022-02-21 04:45,0.0,1.0,4.00,3.60,1.85,16,30,54
500253,卡利亚里,那不勒斯,意甲,2022-02-22 02:00,1.0,1.0,6.50,4.20,1.50,7,26,67
500053,图卢兹,勒阿弗尔,法乙,2022-02-22 03:45,4.0,0.0,1.60,3.60,5.50,71,20,9
500252,博洛尼亚,斯佩齐亚,意甲,2022-02-22 04:00,2.0,1.0,1.80,3.60,4.50,27,39,34
500444,塞尔塔,莱万特,西甲,2022-02-22 04:00,1.0,1.0,1.67,3.90,5.00,70,19,11
502230,圣克拉拉,波尔蒂芒人,葡超,2022-02-22 04:15,1.0,1.0,2.25,3.10,3.30,20,41,39
501744,赫尔城,巴恩斯利,英冠,2022-02-23 03:45,0.0,2.0,1.91,3.20,4.33,62,24,14
501742,米德尔斯堡,西布罗姆,英冠,2022-02-23 03:45,2.0,1.0,2.15,3.20,3.40,21,40,39
501741,普雷斯顿,诺丁汉森林,英冠,2022-02-23 03:45,0.0,0.0,2.80,3.10,2.60,20,37,43
501340,切尔西,里尔,欧冠,2022-02-23 04:00,2.0,0.0,1.30,5.00,11.00,67,22,11
501330,比利亚,尤文,欧冠,2022-02-23 04:00,1.0,1.0,2.60,3.20,2.75,37,30,33
2226470,横滨水手,川崎前锋,日职联,2022-02-23 13:00,4.0,2.0,2.60,3.25,2.45,41,28,31
2227455,大阪钢巴,大阪樱花,日联杯,2022-02-23 13:00,2.0,3.0,2.50,3.10,2.60,38,40,22
502496,西部联(已退出),悉尼FC,澳超,2022-02-23 14:25,1.0,0.0,2.88,3.30,2.38,36,40,24
2226471,浦和红钻,神户胜利船,日职联,2022-02-23 15:00,2.0,2.0,2.25,3.20,3.40,22,40,38
2136250,伯恩利,热刺,英超,2022-02-24 03:30,1.0,0.0,3.60,3.40,2.10,19,32,49
2136259,沃特福德,水晶宫,英超,2022-02-24 03:30,1.0,4.0,-,-,-,nan,nan,nan
501747,哈德斯,卡迪夫城,英冠,2022-02-24 03:45,2.0,1.0,1.95,3.40,3.80,61,22,17
